Address,Title,Price,Area,Land Area,Rooms,Price per m²,Link
"Mokotów Dolny, Józefa Węgrzyna",dom na sprzedaż 450m2,4 499 000 zł,"450 
m
2","0,0365 
ha",9,"9 998 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-dolny-jozefa-wegrzyna-450m2/154428417
Mokotów,dom na sprzedaż 422m2,2 900 000 zł,"422 
m
2","0,0216 
ha",8,"6 872 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-422m2/153846914
"Ursynów Pyry, Pelikanów",dom na sprzedaż 700m2,12 000 000 zł,"700 
m
2","0,3506 
ha",10,"17 143 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pyry-pelikanow-700m2/153747680
Wawer Międzylesie,dom na sprzedaż 435m2,3 300 000 zł,"435 
m
2","0,0520 
ha",10,"7 586 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-miedzylesie-435m2/153018870
"Budy-Grzybek, pow. Grodzisk Maz.",dom na sprzedaż 500m2,6 750 000 zł,"500 
m
2","2,3000 
ha",11,"13 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-budy-grzybek-pow-grodzisk-maz-500m2/155371976
"Wilanów Zawady, Syta",dom na sprzedaż 228m2,2 850 000 zł,"228 
m
2","0,0373 
ha",5,"12 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-zawady-syta-228m2/155164116
Bielany,dom na sprzedaż 273m2,2 239 000 zł,"273 
m
2","0,1137 
ha",7,"8 201 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-273m2/155441154
Ursus,dom na sprzedaż 260m2,2 150 000 zł,"260 
m
2","0,0487 
ha",4,"8 269 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-260m2/155491617
"Białołęka, Marcelin",dom na sprzedaż 110m2,980 000 zł,"110 
m
2","0,0902 
ha",5,"8 909 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-110m2/155019726
Wilanów Powsin,dom na sprzedaż 340m2,2 870 000 zł,"340 
m
2","0,0620 
ha",7,"8 441 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-340m2/155014746
Wilanów Powsin,dom na sprzedaż 485m2,4 900 000 zł,"485 
m
2","0,1539 
ha",6,"10 103 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-485m2/154820893
"Wilanów Zawady, Syta",dom na sprzedaż 240m2,2 650 000 zł,"240 
m
2","0,0200 
ha",7,"11 042 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-zawady-syta-240m2/154782240
Wilanów,dom na sprzedaż 403m2,4 600 000 zł,"402,66 
m
2","0,0366 
ha",6,"11 424 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-403m2/154496703
"Mokotów, Sadyba, Nałęczowska",dom na sprzedaż 155m2,2 600 000 zł,"155 
m
2","0,0203 
ha",5,"16 774 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-naleczowska-155m2/155706763
"Białołęka, Modlińska",dom na sprzedaż 206m2,2 140 000 zł,"206,10 
m
2","0,0210 
ha",6,"10 383 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-modlinska-206m2/155662297
Ursus,dom na sprzedaż 100m2,1 420 000 zł,"100 
m
2","0,1014 
ha",2,"14 200 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-100m2/155688938
"Bemowo, Telewizyjna",dom na sprzedaż 350m2,3 500 000 zł,"350 
m
2","0,0927 
ha",10,"10 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-telewizyjna-350m2/155626930
"Ursus Gołąbki, Barbary Radziwiłłówny",dom na sprzedaż 109m2,1 197 000 zł,"108,83 
m
2","0,0084 
ha",4,"10 999 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-golabki-barbary-radziwillowny-109m2/155547008
"Bielany, Wólka Węglowa",dom na sprzedaż 150m2,2 199 000 zł,"150 
m
2","0,0350 
ha",4,"14 660 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-150m2/155625055
"Wawer, Radość, Borowiecka",dom na sprzedaż 201m2,2 950 000 zł,"201 
m
2","0,0800 
ha",5,"14 677 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-borowiecka-201m2/155705073
Mokotów,dom na sprzedaż 400m2,12 500 000 zł,"400 
m
2","0,0855 
ha",6,"31 250 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-400m2/155458721
Wawer,dom na sprzedaż 472m2,5 200 000 zł,"472 
m
2","0,1960 
ha",7,"11 017 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-472m2/155680827
Wawer,dom na sprzedaż 150m2,449 000 zł,"150 
m
2","0,5000 
ha",5,"2 993 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-150m2/154949876
Mokotów Służew,dom na sprzedaż 400m2,3 250 000 zł,"400 
m
2","0,0390 
ha",10,"8 125 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sluzew-400m2/154816510
Włochy,dom na sprzedaż 700m2,3 900 000 zł,"700 
m
2","0,0865 
ha",5,"5 571 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-700m2/150683383
Mokotów,dom na sprzedaż 250m2,2 999 000 zł,"250 
m
2","0,0395 
ha",7,"11 996 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-250m2/154690849
Wawer,dom na sprzedaż 700m2,4 200 000 zł,"700 
m
2","0,0581 
ha",12,"6 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-700m2/153154003
Wilanów,dom na sprzedaż 150m2,2 750 000 zł,"149,81 
m
2","0,0172 
ha",5,"18 357 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-150m2/155444832
"Białołęka, Ostródzka",dom na sprzedaż 220m2,2 356 000 zł,"220 
m
2","0,0350 
ha",7,"10 709 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-ostrodzka-220m2/155114559
dom Warszawa,dom na sprzedaż 395m2,2 300 000 zł,"395 
m
2","0,0591 
ha",5,"5 823 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-395m2/155461514
Ursynów,dom na sprzedaż 316m2,4 590 000 zł,"316 
m
2","0,0923 
ha",6,"14 525 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-316m2/155351232
"Żoliborz, ul. Kolektorska",dom na sprzedaż 231m2,2 600 000 zł,"231 
m
2","0,0294 
ha",5,"11 255 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-zoliborz-ul-kolektorska-231m2/155518241
"Targówek, Lusińska",dom na sprzedaż 278m2,2 090 000 zł,"278 
m
2","0,0185 
ha",7,"7 518 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-lusinska-278m2/155677729
"Bemowo, Archimedesa",dom na sprzedaż 180m2,1 849 000 zł,"180 
m
2","0,1000 
ha",6,"10 272 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-archimedesa-180m2/155699590
"Wilanów, Orszady",dom na sprzedaż 302m2,7 200 000 zł,"302 
m
2","0,1400 
ha",6,"23 841 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-orszady-302m2/155693669
"Wesoła, Szkolna",dom na sprzedaż 217m2,1 888 000 zł,"217,30 
m
2","0,1379 
ha",5,"8 688 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-szkolna-217m2/155442824
"Mokotów Górny, Kazimierzowska",dom na sprzedaż 480m2,6 100 000 zł,"480 
m
2","0,0405 
ha",9,"12 708 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-gorny-kazimierzowska-480m2/155428792
"Ursynów, Makolągwy",dom na sprzedaż 390m2,3 100 000 zł,"390 
m
2","0,0850 
ha",5,"7 949 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-makolagwy-390m2/155241801
Białołęka,dom na sprzedaż 200m2,1 190 000 zł,"200 
m
2","0,0466 
ha",5,"5 950 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-200m2/155695169
"Wawer, Zbytki, Kwiatów Polskich",dom na sprzedaż 198m2,2 199 000 zł,"197,87 
m
2","0,0317 
ha",5,"11 113 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-kwiatow-polskich-198m2/155167821
"Mokotów, Wyględów",dom na sprzedaż 400m2,2 900 000 zł,"400 
m
2","0,0216 
ha",8,"7 250 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-400m2/155741266
"Wesoła, Modrzewiowa",dom na sprzedaż 258m2,2 950 000 zł,"257,62 
m
2","0,0423 
ha",6,"11 451 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-modrzewiowa-258m2/155702126
Wilanów,dom na sprzedaż 510m2,9 000 000 zł,"510 
m
2","0,1936 
ha",8,"17 647 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-510m2/154296880
"Wilanów, Stary Wilanów",dom na sprzedaż 465m2,5 800 000 zł,"465 
m
2","0,0548 
ha",7,"12 473 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-465m2/155709103
"Białołęka, Modlińska",dom na sprzedaż 154m2,1 850 000 zł,"153,65 
m
2","0,0234 
ha",5,"12 040 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-modlinska-154m2/155664886
"Rembertów, Wygoda, Krobińska",dom na sprzedaż 95m2,1 807 000 zł,"95,14 
m
2","0,0240 
ha",4,"18 993 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-rembertow-krobinska-95m2/155563328
"Mokotów, Służew",dom na sprzedaż 410m2,4 250 000 zł,"410 
m
2","0,0357 
ha",9,"10 366 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sluzew-410m2/154565784
"Mokotów Sadyba, Zawojska",dom na sprzedaż 240m2,2 399 000 zł,"240 
m
2","0,0244 
ha",6,"9 996 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sadyba-zawojska-240m2/155694462
"Ursynów, Pyry, Puławska",dom na sprzedaż 307m2,2 349 000 zł,"306,60 
m
2","0,0180 
ha",6,"7 661 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pulawska-307m2/155476210
"Ursynów, Trombity",dom na sprzedaż 180m2,1 900 000 zł,"180 
m
2","0,0483 
ha",6,"10 556 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-trombity-180m2/155378162
Targówek Zacisze,dom na sprzedaż 337m2,2 250 000 zł,"337 
m
2","0,0415 
ha",12,"6 677 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-zacisze-337m2/155102336
Białołęka,dom na sprzedaż 300m2,3 600 000 zł,"300 
m
2","0,0992 
ha",7,"12 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-300m2/155544204
Bielany,dom na sprzedaż 432m2,5 900 000 zł,"431,50 
m
2","0,0629 
ha",5,"13 673 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-432m2/155539843
"Żoliborz, Adama Mickiewicza",dom na sprzedaż 500m2,6 500 000 zł,"500 
m
2","0,0441 
ha",17,"13 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-zoliborz-adama-mickiewicza-500m2/155047890
Bielany Młociny,dom na sprzedaż 240m2,1 350 000 zł,"240 
m
2","0,0202 
ha",5,"5 625 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-mlociny-240m2/155375651
Włochy,dom na sprzedaż 210m2,1 790 000 zł,"210 
m
2","0,0197 
ha",6,"8 524 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-210m2/155655946
"Bemowo, Kazimierza Siemienowicza",dom na sprzedaż 170m2,1 850 000 zł,"170 
m
2","0,0536 
ha",4,"10 882 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-kazimierza-siemienowicza-170m2/155648206
Wilanów,dom na sprzedaż 218m2,3 600 000 zł,"218 
m
2","0,1049 
ha",5,"16 514 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-218m2/155640219
Bemowo,dom na sprzedaż 170m2,1 980 000 zł,"170 
m
2","0,0773 
ha",6,"11 647 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-170m2/155639201
"Wilanów, Rumiana",dom na sprzedaż 250m2,2 300 000 zł,"250 
m
2","0,0280 
ha",7,"9 200 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-rumiana-250m2/155731299
Mokotów Sadyba,dom na sprzedaż 82m2,1 900 000 zł,"82,33 
m
2","0,0400 
ha",3,"23 078 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sadyba-82m2/155722827
Wilanów,dom na sprzedaż 350m2,3 200 000 zł,"350 
m
2","0,0487 
ha",8,"9 143 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-350m2/155718643
"Mokotów Górny, Wołoska",dom na sprzedaż 140m2,1 950 000 zł,"140 
m
2","0,0100 
ha",6,"13 929 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-gorny-woloska-140m2/155701971
Wawer,dom na sprzedaż 430m2,7 990 000 zł,"430 
m
2","0,2150 
ha",6,"18 581 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-430m2/155247935
Bemowo,dom na sprzedaż 404m2,2 499 000 zł,"404 
m
2","0,0908 
ha",7,"6 186 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-404m2/155191142
Ursynów Grabów,dom na sprzedaż 267m2,4 500 000 zł,"267 
m
2","0,0400 
ha",5,"16 854 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-grabow-267m2/155045063
Ursynów Grabów,dom na sprzedaż 246m2,4 200 000 zł,"246 
m
2","0,0400 
ha",5,"17 073 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-grabow-246m2/155045062
Wesoła Wesoła-Centrum,dom na sprzedaż 151m2,2 950 000 zł,"151 
m
2","0,0738 
ha",4,"19 536 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-wesola-centrum-151m2/155725488
"Ursynów, Ursynów",dom na sprzedaż 209m2,5 210 000 zł,"209 
m
2","0,0869 
ha",6,"24 928 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-209m2/155365397
"Ursynów, Puławska",dom na sprzedaż 350m2,6 500 000 zł,"350 
m
2","0,0289 
ha",7,"18 571 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pulawska-350m2/155730181
"Wilanów, Rosy",dom na sprzedaż 580m2,4 250 000 zł,"580 
m
2","0,1786 
ha",8,"7 328 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-rosy-580m2/155224912
"Wilanów, Bruzdowa",dom na sprzedaż 300m2,4 600 000 zł,"300 
m
2","0,0518 
ha",7,"15 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-bruzdowa-300m2/155567987
"Bemowo, Boernerowo, Westerplatte",dom na sprzedaż 460m2,2 490 000 zł,"460 
m
2","0,0900 
ha",15,"5 413 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-westerplatte-460m2/155563572
"Wesoła, Jagodowa",dom na sprzedaż 740m2,4 570 000 zł,"740 
m
2","0,1254 
ha",8,"6 176 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-jagodowa-740m2/154755033
"Wilanów, Cypryjska",dom na sprzedaż 297m2,2 497 000 zł,"297 
m
2","0,0186 
ha",6,"8 407 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-cypryjska-297m2/155429783
"Wilanów, Rosy",dom na sprzedaż 320m2,4 500 000 zł,"320 
m
2","0,1301 
ha",5,"14 063 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-rosy-320m2/155301377
Wilanów Niski,dom na sprzedaż 322m2,4 250 000 zł,"322 
m
2","0,0480 
ha",6,"13 199 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-niski-322m2/155292690
"Wawer, Radość, Wilgi",dom na sprzedaż 430m2,7 990 000 zł,"430 
m
2","0,2135 
ha",6,"18 581 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-wilgi-430m2/155248474
"Bielany, Młociny",dom na sprzedaż 180m2,2 800 000 zł,"180,40 
m
2","0,0478 
ha",6,"15 521 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-180m2/155211109
"Bielany, Młociny",dom na sprzedaż 180m2,2 800 000 zł,"180,40 
m
2","0,0478 
ha",6,"15 521 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-180m2/155211108
"Wilanów, Przestronna",dom na sprzedaż 191m2,2 280 000 zł,"191,28 
m
2","0,0361 
ha",5,"11 920 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-przestronna-191m2/155509904
"Ursus, II Armii Wojska Polskiego",dom na sprzedaż 440m2,3 450 000 zł,"440 
m
2","0,0683 
ha",5,"7 841 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-ii-armii-wojska-polskiego-440m2/155411542
"Mokotów, Jaworowska",dom na sprzedaż 360m2,12 500 000 zł,"360 
m
2","0,0863 
ha",7,"34 722 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-jaworowska-360m2/155331363
Rosy,dom na sprzedaż 269m2,4 300 000 zł,"269 
m
2","0,1268 
ha",5,"15 985 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-rosy-269m2/155739172
Białołęka,dom na sprzedaż 216m2,2 170 000 zł,"216 
m
2","0,0337 
ha",4,"10 046 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-216m2/155732940
Wawer,dom na sprzedaż 174m2,1 749 000 zł,"174 
m
2","0,0321 
ha",4,"10 052 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-174m2/155737838
"Wilanów, Zawady",dom na sprzedaż 587m2,3 300 000 zł,"587 
m
2","0,1200 
ha",15,"5 622 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-587m2/155722500
"Wilanów, Zawady, Cicha Dolina",dom na sprzedaż 219m2,2 900 000 zł,"218,75 
m
2","0,0366 
ha",5,"13 257 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-cicha-dolina-219m2/155703359
"Wilanów, Paprotki",dom na sprzedaż 240m2,3 450 000 zł,"240 
m
2","0,0206 
ha",7,"14 375 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-paprotki-240m2/155697943
"Mokotów, Miączyńska",dom na sprzedaż 204m2,2 950 000 zł,"204 
m
2","0,0287 
ha",5,"14 461 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-miaczynska-204m2/155646381
"Ursynów, Bekasów",dom na sprzedaż 293m2,3 600 000 zł,"293 
m
2","0,0423 
ha",5,"12 287 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-bekasow-293m2/155384058
"Ursynów, Bekasów",dom na sprzedaż 293m2,3 750 000 zł,"293 
m
2","0,0423 
ha",5,"12 799 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-bekasow-293m2/155384057
"Wilanów, Syta",dom na sprzedaż 260m2,2 470 000 zł,"260 
m
2","0,0208 
ha",7,"9 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-syta-260m2/152320516
Białołęka,dom na sprzedaż 330m2,3 000 000 zł,"330 
m
2","0,2814 
ha",4,"9 091 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-330m2/155691136
Wawer,dom na sprzedaż 290m2,2 700 000 zł,"290 
m
2","0,1350 
ha",6,"9 310 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-290m2/155671179
Wilanów,dom na sprzedaż 224m2,2 390 000 zł,"224 
m
2","0,0414 
ha",6,"10 670 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-224m2/155723036
"Wawer, Radość",dom na sprzedaż 345m2,4 300 000 zł,"345 
m
2","0,2000 
ha",6,"12 464 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-345m2/155459843
Wilanów,dom na sprzedaż 293m2,6 350 000 zł,"293 
m
2","0,3000 
ha",7,"21 672 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-293m2/155458055
Centrum,dom na sprzedaż 130m2,4 490 000 zł,"130 
m
2","0,0001 
ha",3,"34 538 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-centrum-130m2/155235104
Wilanów,dom na sprzedaż 450m2,8 200 000 zł,"450 
m
2","0,0670 
ha",6,"18 222 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-450m2/155553955
Bemowo,dom na sprzedaż 352m2,3 800 000 zł,"352 
m
2","0,1022 
ha",10,"10 795 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-352m2/155553161
Białołęka,dom na sprzedaż 300m2,3 300 000 zł,"300 
m
2","0,0992 
ha",7,"11 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-300m2/155465300
Wilanów,dom na sprzedaż 300m2,9 450 000 zł,"300 
m
2","0,0765 
ha",5,"31 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-300m2/155550134
Wilanów,dom na sprzedaż 465m2,5 800 000 zł,"464,97 
m
2","0,0548 
ha",7,"12 474 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-465m2/153693208
"Wilanów, Rosy",dom na sprzedaż 200m2,2 350 000 zł,"200 
m
2","0,0700 
ha",6,"11 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-rosy-200m2/153513440
"Wawer, Radość",dom na sprzedaż 249m2,1 400 000 zł,"249 
m
2","0,1662 
ha",10,"5 622 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-249m2/155637178
Białołęka,dom na sprzedaż 360m2,2 980 000 zł,"360 
m
2","0,1300 
ha",6,"8 278 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-360m2/154802731
"Mokotów, Pod Kopcem",dom na sprzedaż 212m2,2 250 000 zł,"212 
m
2","0,0202 
ha",5,"10 613 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-pod-kopcem-212m2/155166950
"Białołęka, Ostródzka",dom na sprzedaż 260m2,2 249 000 zł,"260 
m
2","0,1600 
ha",5,"8 650 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-ostrodzka-260m2/155716689
"Bielany, Tułowicka",dom na sprzedaż 180m2,2 800 000 zł,"180,45 
m
2","0,0478 
ha",6,"15 517 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-tulowicka-180m2/155357979
"Białołęka, Owoców Leśnych",dom na sprzedaż 105m2,1 199 000 zł,"104,70 
m
2","0,0350 
ha",4,"11 452 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-owocow-lesnych-105m2/155434673
Ursynów,dom na sprzedaż 430m2,4 750 000 zł,"430 
m
2","0,0640 
ha",14,"11 047 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-430m2/155409701
Bielany,dom na sprzedaż 459m2,6 290 000 zł,"459 
m
2","0,0450 
ha",9,"13 704 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-459m2/155470616
"Wilanów Zawady, Bruzdowa",dom na sprzedaż 300m2,3 500 000 zł,"300 
m
2","0,1000 
ha",5,"11 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-zawady-bruzdowa-300m2/155511220
Praga-Południe Saska Kępa,dom na sprzedaż 322m2,9 800 000 zł,"322 
m
2","0,0370 
ha",9,"30 435 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-saska-kepa-322m2/155509997
Mokotów Augustówka,dom na sprzedaż 121m2,1 512 379 zł,"121 
m
2","0,0500 
ha",4,"12 499 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-augustowka-121m2/155466012
Wawer Falenica,dom na sprzedaż 260m2,2 990 000 zł,"260 
m
2","0,1030 
ha",8,"11 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-falenica-260m2/155716198
